1.223999985142168896e+02 1.486499993190664100e+02 1.138190008527893440e+02 9.680000240587849358e-03 7.999999828923066297e-05 4.649999786459220810e-03 6.959999781072160642e-03 1.393999958718654744e-02 6.133999772767860514e-02 6.259999935083451206e-01 3.134000043524277218e-02 4.518000009866011274e-02 4.368000084899949231e-02 9.402999702411782290e-02 1.929000030793738205e-02 1.908500001885131070e+01 4.583590019073135458e-01 8.195210021051890781e-01 -4.075191938669582292e+00 3.355900128875615729e-01 2.486855004516275613e+00 3.686740049778800543e-01
1.156385271549590499e+02 1.320263109036732487e+02 1.110397113089984771e+02 1.115077205739593499e-02 9.668188215881976606e-05 5.789908400040739977e-03 8.226455101990975266e-03 1.737762894999000246e-02 5.602950559251279605e-02 5.160208380683720675e-01 2.974923725850065273e-02 4.147015761297206948e-02 3.825540670015410705e-02 8.923580750853914167e-02 1.382134158617006996e-02 2.024485404997080451e+01 4.159709793562876845e-01 8.291152888075112859e-01 -4.288824213940195307e+00 3.178970627317225794e-01 2.395349795926130287e+00 3.489766065149678687e-01
1.166819986407731164e+02 1.311109992433321736e+02 1.115550009058233769e+02 1.050000024448988559e-02 8.999999821625508740e-05 5.439999828316922914e-03 7.809999811606540415e-03 1.632999963564732426e-02 5.232999854500650083e-02 4.819999910755626837e-01 2.756999982489870271e-02 3.858000013250184601e-02 3.590000074218796522e-02 8.269999696628234365e-02 1.309000028218134000e-02 2.065099998232836853e+01 4.298950038985374089e-01 8.252880014564446531e-01 -4.443178957280496277e+00 3.111730143362173573e-01 2.342258980433318705e+00 3.326340014033485337e-01
1.154331498915584291e+02 1.387909548912379023e+02 1.105478937175660548e+02 1.176468812523163293e-02 1.042277670483721423e-04 5.976203126513616667e-03 8.324374259855927410e-03 1.792455722532603282e-02 6.143801544992717745e-02 5.696148145850904454e-01 3.304108564892870026e-02 4.564826378579132926e-02 4.213861560532580763e-02 9.911565520900057769e-02 1.556889913935148410e-02 1.990341521487878040e+01 4.113033029788342176e-01 8.261620633979989137e-01 -3.852321600298815429e+00 3.027922798541372584e-01 2.412817197524389279e+00 3.981972056352672817e-01
1.166759987162544974e+02 1.378709991296858277e+02 1.113660008499646210e+02 9.970000232675160085e-03 8.999999835372194822e-05 5.019999759677643524e-03 6.979999777775280564e-03 1.504999951676463249e-02 5.491999874490902100e-02 5.170000027251521191e-01 2.924000003534196063e-02 4.005000011776294749e-02 3.772000061357025369e-02 8.770999835552943658e-02 1.353000029721565523e-02 2.064399998399146696e+01 4.349689993040354863e-01 8.192350036445674721e-01 -4.117500913490429681e+00 3.341470299838977254e-01 2.405554023786947937e+00 3.689750105569498118e-01
1.160139984704244682e+02 1.417809992328089095e+02 1.106550008681573587e+02 1.284000025340897508e-02 1.099999982251284673e-04 6.549999829030891604e-03 9.079999771039851814e-03 1.965999956333106674e-02 6.424999747121959426e-02 5.839999922116962949e-01 3.489999987421819883e-02 4.824999951725646857e-02 4.465000035635342118e-02 1.046999972279443608e-01 1.767000034923597862e-02 1.964900009954561710e+01 4.173560041783828667e-01 8.234840026112060229e-01 -3.747786964782287900e+00 2.345130236327146178e-01 2.332179993197600609e+00 4.103350048177323295e-01
1.156354996667784718e+02 1.354842726842929039e+02 1.108733294199767556e+02 1.086819071055335380e-02 9.722929595344404364e-05 5.541695321129691543e-03 7.788185717835674135e-03 1.661846751163550961e-02 5.784040198390841270e-02 5.416064003471349197e-01 3.079184285995409734e-02 4.258944864754596327e-02 3.939897527884921036e-02 9.236333010311424674e-02 1.395531880881713087e-02 2.019793543241504352e+01 4.137831964623874259e-01 8.272885294497116515e-01 -4.067550066056926816e+00 3.399912790975629928e-01 2.443020146978463814e+00 3.736285814923048787e-01
1.167711587271092242e+02 1.345931375694547683e+02 1.115635081050252779e+02 9.590900948265111692e-03 8.605357629685479867e-05 4.874499305845096664e-03 6.861537972289129435e-03 1.461730360003209855e-02 5.198324904750267761e-02 4.888745207166908524e-01 2.745135118487768144e-02 3.777066634016409269e-02 3.558426511559184546e-02 8.234172068319192683e-02 1.250024824188112303e-02 2.085022106014695353e+01 4.369825943646891697e-01 8.204254402441855110e-01 -4.317873012368533381e+00 3.455549360288552307e-01 2.394630619435558216e+00 3.466361771889067134e-01
1.177626334827791794e+02 1.338523032810780364e+02 1.121949294733150566e+02 8.502901692312814924e-03 7.595585293004342056e-05 4.305013986190580483e-03 6.088500944161146129e-03 1.291156312744646401e-02 4.603450664281980020e-02 4.328111797688312667e-01 2.408317159433451607e-02 3.303528734292551783e-02 3.180994734115791950e-02 7.223855536612977524e-02 1.126058413380495206e-02 2.149723050455040863e+01 4.608238816764652634e-01 8.130684677302356667e-01 -4.563417257046682884e+00 3.386928536205070506e-01 2.319048917710587965e+00 3.207258397556422835e-01
1.186085791626669845e+02 1.332182215568618346e+02 1.127543055639371516e+02 7.766567725574409845e-03 6.840372578531689893e-05 3.907119230243547882e-03 5.601193516983008457e-03 1.172136533960011287e-02 4.106606922736928678e-02 3.849619703499916334e-01 2.123050831100565389e-02 2.923869429851559676e-02 2.872048705583432962e-02 6.368352167783493389e-02 1.040490665937653797e-02 2.202788756266622627e+01 4.792098577203266485e-01 8.071345104965410577e-01 -4.751867690064855765e+00 3.234177561930399181e-01 2.233509756136099700e+00 3.013284902709354451e-01
1.193260775400011227e+02 1.326243993415063187e+02 1.132232647259750991e+02 7.569718571781353621e-03 6.514452515327320153e-05 3.764474662558262887e-03 5.553001205016442308e-03 1.129553706553681688e-02 3.842395787410345792e-02 3.600822985554475997e-01 1.957104950208135574e-02 2.744454978833250555e-02 2.711693014553614653e-02 5.870968884523146414e-02 1.012749155423289110e-02 2.230317658877842746e+01 4.844247434027511012e-01 8.050579733966098939e-01 -4.817459889204216417e+00 3.057755515777865196e-01 2.161536611897792337e+00 2.952452047747586850e-01
1.199532567923899080e+02 1.319789356595773882e+02 1.135776847623933890e+02 8.126793787483037323e-03 6.822316352227174654e-05 3.970777962840290123e-03 6.119606706741421986e-03 1.191231888249208448e-02 3.975102859926344517e-02 3.764195234037122639e-01 1.992779004938647486e-02 2.894148394488471610e-02 2.796944205492390978e-02 5.978596550447722036e-02 1.064947650747064684e-02 2.215383320864905770e+01 4.669976518897518414e-01 8.098351029900113796e-01 -4.679833725122922949e+00 2.940729433863851772e-01 2.133561754511196007e+00 3.107634013902378367e-01
1.205519988415086345e+02 1.311619991827720639e+02 1.137870008947340636e+02 9.680000281673255269e-03 7.999999870384647373e-05 4.629999810851912617e-03 7.499999806523217384e-03 1.387999952772035056e-02 4.700999838873744230e-02 4.560000052361118938e-01 2.328000074789551843e-02 3.526000011584114885e-02 3.243000135439792764e-02 6.984999907008135334e-02 1.222000035980542500e-02 2.137799997548703601e+01 4.155639968904336068e-01 8.250690038115179314e-01 -4.242866908193795084e+00 2.991110385278064054e-01 2.187560041944326183e+00 3.577750120080526175e-01
1.151708091033792272e+02 1.401910224840265755e+02 1.102897459779682379e+02 1.266202966930568725e-02 1.103497744712479396e-04 6.457461294976858321e-03 8.969211756554410636e-03 1.937580528791518764e-02 6.391658837739999655e-02 5.846648004255969866e-01 3.461787731914320321e-02 4.790707797486239844e-02 4.407633950334994416e-02 1.038496129580014499e-01 1.686373145989169056e-02 1.964661217635810431e+01 4.087444638410883124e-01 8.262912861718155755e-01 -3.749671982918547197e+00 2.650408939039930467e-01 2.372551052280544859e+00 4.100991849466542050e-01
1.164469897857445062e+02 1.392420807909826976e+02 1.111348073183254144e+02 1.075222133629611179e-02 9.580905665744492053e-05 5.426278910632516966e-03 7.531103470674944261e-03 1.627246798720016416e-02 5.787781583818331355e-02 5.403978053194053999e-01 3.100835507848202430e-02 4.257733621214298408e-02 3.986048590982892159e-02 9.301763680523336686e-02 1.469924581858898446e-02 2.034323518398735686e+01 4.287317576509963035e-01 8.206472837433793632e-01 -3.986176581683376519e+00 3.106652300341298245e-01 2.395938333604654691e+00 3.835505771132950992e-01
